pid,label,publication,location,full_date,month_day,volume-notes,year,full,thumb,index_terms,toc,manifest_all,manifest_indiv
obj578,The Genuineness of the Mosaic Code.,The Jewish Record,Philadelphia," June 18, 1886",18-Jun,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6655717--6fb8f36c21ca09e19dc36f45fa29b4ba956abaf45fca5316c799049048aa80d7.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6655717--6fb8f36c21ca09e19dc36f45fa29b4ba956abaf45fca5316c799049048aa80d7.jpeg/full/!200,200/0/default.jpg","Alliance IsraA?lite Universelle|Ha-Maggid|Jewish Exponent (Philadelphia)|Lapuya, Isaac Lopez|Loeb, Isidore M.|Spain and the Jews",592,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6655717--6fb8f36c21ca09e19dc36f45fa29b4ba956abaf45fca5316c799049048aa80d7.jpeg
obj579,Rabbis of Italy.,The Hebrew Standard,New York," August 13, 1886",13-Aug,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg/full/!200,200/0/default.jpg","Jewish Exponent (Philadelphia)|Meldola|Nieto, David|Sasportas, Jacob|Victoria, Queen",593,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg
obj580,"[Letter to ] Alfred A. Marcus, Esq. [...].",Boston Evening Traveller,Boston," August 26, 1886",26-Aug,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg/full/!200,200/0/default.jpg","Jellinek, Dr. Adolph|Jewish Exponent (Philadelphia)|Neuzeit (of Vienna)|Vessillo Israelitico",594,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8066812--9ebb65426575736a2d140c78b1a00975e0cb550b3bcc5b34f8b62ad8357e49ec.jpeg
obj581,An Old Ritual.,American Hebrew,New York," August 20, 1886",20-Aug,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7223932--b0d1047bba66a315ac6628339ac7aac93288675d85da5cc78109cc9e8af7a176.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7223932--b0d1047bba66a315ac6628339ac7aac93288675d85da5cc78109cc9e8af7a176.jpeg/full/!200,200/0/default.jpg","American Hebrew|Drachman, Dr. Bernhard|Jewish Women|Kohut, Dr. Alexander|Pereira, Mendes|Sola, Mendes de",595,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7223932--b0d1047bba66a315ac6628339ac7aac93288675d85da5cc78109cc9e8af7a176.jpeg
obj582,"The Bible, and Italian Literature.",American Hebrew,New York," September 3, 1886",3-Sep,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7757051--c9cdfb0c5a0dbc6a7de3391b5a1b589313e25ae9dd0e9a5b63edec2d87ae8e2d.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7757051--c9cdfb0c5a0dbc6a7de3391b5a1b589313e25ae9dd0e9a5b63edec2d87ae8e2d.jpeg/full/!200,200/0/default.jpg","Corri?re Israelitico (of Trieste)|History of the Jews of England in the Eleventh and Twelfth Centuries|Jewish Exponent (Philadelphia)|Perreau, Pietro",596,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7757051--c9cdfb0c5a0dbc6a7de3391b5a1b589313e25ae9dd0e9a5b63edec2d87ae8e2d.jpeg
obj583,A New Hebrew Annual. [Letter to] Mr. Editor: [...].,The Hebrew Standard,New York," October 1, 1886",1-Oct,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/!200,200/0/default.jpg","Jewish Exponent (Philadelphia)|Luzzatto, S.D. Prof.|Reggio, Isaac Samuel",597,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg
obj584,[...],The Hebrew Standard,New York," October 1, 1886",1-Oct,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/!200,200/0/default.jpg","Antologica Israelitica (of Corfu)|Ascarelli, Deborah|Goldschmidt|Graeber, Eisig (of Przemysl)|Jewish Exponent (Philadelphia)|Jewish Theological Seminary|Jewish Women|Levi, G. E. (of Corfu)|Morpurgo, Rachel|Tedeschi (of Trieste), Moses|Hoeel Moshe|Wohelener, Jette",598,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg
obj585,Thanksgiving and Feast of Tabernacles.,Public Ledger and Daily Transcript,Philadelphia," November 27, 1886",27-Nov,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/!200,200/0/default.jpg","American Hebrew|Jewish Theological Seminary|Wellhausen, Julius",599,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg
obj586,A Rabbi?s Tribute. The Beautiful Prayer of Rev. S. Morais in Dwelling on the Death.,The Philadelphia Press,Philadelphia," November 21, 1886",21-Nov,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg/full/!200,200/0/default.jpg","Corri?re di Roma|Ezekial, Moses|Jewish Exponent (Philadelphia)|Lara, Countess|Tunstall, Nannie",600,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7355013--039970426d39bd744be377ac0621b1cb900d1155410811017574ba09b5c2303e.jpeg
obj587,Restoration to Palestine.,The Hebrew Standard,New York," November 26, 1886",26-Nov,,1886,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7253940--01bf91208a55171c715ea9062a02538c54c2eff146d5f10a605713453d719e32.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7253940--01bf91208a55171c715ea9062a02538c54c2eff146d5f10a605713453d719e32.jpeg/full/!200,200/0/default.jpg","Adler, Cyrus|Craig, James A.|Crane, Oliver Turnball|Derenburg, Joseph|Felsenthal, Bernhard (Rabbi)|Gottheil, Richard|Harper, Robert F.|Jewish Exponent (Philadelphia)|Smith, Henry Preserved|Woods, Rev. F. H.|Neim Zemiroth Shmuel",601,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7253940--01bf91208a55171c715ea9062a02538c54c2eff146d5f10a605713453d719e32.jpeg
obj588,The Work in Hand,American Hebrew,New York," January 7, 1887",7-Jan,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7858495--e81a26d880159a4c64d1fde5c8aa1ca11e6d3d1033e0cab793fbbfa08ba69027.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7858495--e81a26d880159a4c64d1fde5c8aa1ca11e6d3d1033e0cab793fbbfa08ba69027.jpeg/full/!200,200/0/default.jpg","American Hebrew|Jewish Theological Seminary|Creating a unified American Rite|Land Tenure|Leeser, Rev I.|Minhag (Rite), Sephardic|L.L.D. conferred",602,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7858495--e81a26d880159a4c64d1fde5c8aa1ca11e6d3d1033e0cab793fbbfa08ba69027.jpeg
obj589,Resolutions.,American Hebrew,New York," January 21, 1887",21-Jan,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg/full/!200,200/0/default.jpg","L.L.D. conferred|Public Ledger, The",603,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg
obj590,Rabbinical College at Rome.,American Hebrew,New York," February 11, 1887",11-Feb,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg/full/!200,200/0/default.jpg","L.L.D. conferred|Public Ledger, The",604,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6692575--0235ea8ae62136f5165243399e77c80769c7a494aa0ff1f457c4521004526139.jpeg
obj591,A Rabbi?s Tribute to Judge Peirce.,Ledger and Transcript,Philadelphia," April 13, 1887",13-Apr,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg/full/!200,200/0/default.jpg","Adler, Cyrus|American Israelite|L.L.D. conferred",605,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg
obj592,Funeral Sermon. A Tribute of Respect to the Memory of Mrs. Kate Marcus by her Friend Rev. D. S. Morais of Philadelphia. Delivered at the Orthodox Jewish Synagogue.,Boston Evening Traveller,Boston," April 21, 1887",21-Apr,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg/full/!200,200/0/default.jpg",L.L.D. conferred,606,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7241916--c2f0614f6c8bdb9bacec5f1e9700077e20b59b8c61a5f3c65d1b151241c4305b.jpeg
obj593,"Hebraica, for April 1887",The Jewish Exponent,Philadelphia," May 13, 1889",13-May,,1889,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/!200,200/0/default.jpg",L.L.D. conferred,607,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg
obj594,"""The Jewish Conference Papers of 1886"" [...].",The Jewish Exponent,Philadelphia," May 20, 1889",20-May,,1889,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/!200,200/0/default.jpg",Jewish Exponent (Philadelphia)|L.L.D. conferred|Protestant Theological Faculty of Paris,608,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg
obj595,Quite a suggestive lesson [...].,The Jewish Exponent,Philadelphia," May 27, 1889",27-May,,1889,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/!200,200/0/default.jpg",Jewish Exponent (Philadelphia)|L.L.D. conferred,609,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg
obj596,A New Confirmant?s Manual.,The Jewish Exponent,Philadelphia," May 27, 1887",27-May,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg/full/!200,200/0/default.jpg","Jewish Chronicle, The (London)|Jewish Exponent (Philadelphia)|L.L.D. conferred",610,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7031224--5c861010b9b16e101b44937336eef0fac2b75a06f66657b8ce8e29e750830f66.jpeg
obj597,"Spain and the Jews. By M. Isidore Loeb. Translated from the French, Expressly for the Jewish Exponent.",The Jewish Exponent,Philadelphia," June 10, 1887",10-Jun,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7019158--607294a3f280d22e34a34a5e61b7d31de434aad5c93246615eb6673a0f21002e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7019158--607294a3f280d22e34a34a5e61b7d31de434aad5c93246615eb6673a0f21002e.jpeg/full/!200,200/0/default.jpg",L.L.D. conferred|Union League (of Philadelphia),611,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7019158--607294a3f280d22e34a34a5e61b7d31de434aad5c93246615eb6673a0f21002e.jpeg
obj598,"Spain and the Jews. By M. Isidore Loeb. Translated from the French, Expressly for the Jewish Exponent. (Concluded.)",The Jewish Exponent,Philadelphia," June 17, 1887",17-Jun,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7053380--b097747864f4440ae6cea1a4762ba16c2df4d53630eedc4c73e8845d5d70a282.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7053380--b097747864f4440ae6cea1a4762ba16c2df4d53630eedc4c73e8845d5d70a282.jpeg/full/!200,200/0/default.jpg","Wilburn, Cora",612,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7053380--b097747864f4440ae6cea1a4762ba16c2df4d53630eedc4c73e8845d5d70a282.jpeg
obj599,A Sermon on Queen Victoria?s Jubilee.,The Jewish Exponent,Philadelphia," June 24, 1887",24-Jun,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg/full/!200,200/0/default.jpg",L.L.D. conferred,613,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg
obj600,The Kaddish Prayer.,The Jewish Exponent,Philadelphia," June 24, 1887",24-Jun,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg/full/!200,200/0/default.jpg","American Hebrew|Einhorn, Dr.|Kohler, Kaufmann|Kuenen, Abraham|Mendes, H. Pereira|Solis-Cohen, D.|Wellhausen, Julius",614,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6974412--346fc6321e08eee4276dd4ec0f8a34e3022ed6d7ac303ecd3b4f714eeff5b606.jpeg
obj601,The Jewish Theological Seminary.,American Hebrew,New York," July 1, 1887",1-Jul,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6812649--6e1c33a7182c0a682732baf7c6965dcd4fd38ca893f65b8f0ad890ee48911606.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6812649--6e1c33a7182c0a682732baf7c6965dcd4fd38ca893f65b8f0ad890ee48911606.jpeg/full/!200,200/0/default.jpg","Disasters, natural & man-made|Public Ledger, The|Yom Kippur",615,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6812649--6e1c33a7182c0a682732baf7c6965dcd4fd38ca893f65b8f0ad890ee48911606.jpeg
obj602,Jews in England.,The Jewish Exponent,Philadelphia," July 22, 1887",22-Jul,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7082465--1cbae92e28f7a90f368d2402ba651acd3929a9e0cab038ecf7c716146fc1b3cc.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7082465--1cbae92e28f7a90f368d2402ba651acd3929a9e0cab038ecf7c716146fc1b3cc.jpeg/full/!200,200/0/default.jpg","Baum, Esther|Jewish Exponent (Philadelphia)|Yom Kippur",616,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7082465--1cbae92e28f7a90f368d2402ba651acd3929a9e0cab038ecf7c716146fc1b3cc.jpeg
obj603,A Letter from the Sabbath.,The Jewish Exponent,Philadelphia," July 29, 1887",29-Jul,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6691301--855d4213977060760e18603f0c08e3bfeff9181776247e940e9c22bc46d3cf14.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6691301--855d4213977060760e18603f0c08e3bfeff9181776247e940e9c22bc46d3cf14.jpeg/full/!200,200/0/default.jpg","American Hebrew|Moses Montefiore, New York",617,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6691301--855d4213977060760e18603f0c08e3bfeff9181776247e940e9c22bc46d3cf14.jpeg
obj604,Reviews. [of] Aguddath Perachim; A New Hebrew Comment; A Hebrew Annual.,The Jewish Exponent,Philadelphia," August 5, 1887",5-Aug,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6682452--51d3d5d68a8a3ee3b210339f30c14d3e19f5547f6e462e499601e8f2304e8c0b.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6682452--51d3d5d68a8a3ee3b210339f30c14d3e19f5547f6e462e499601e8f2304e8c0b.jpeg/full/!200,200/0/default.jpg","Talmudic Dictionary|Republicanism|Sunday Dispatch, The",618,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6682452--51d3d5d68a8a3ee3b210339f30c14d3e19f5547f6e462e499601e8f2304e8c0b.jpeg
obj605,A Vindication.,American Hebrew,New York," August 5, 1887",5-Aug,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6937676--8d90dbb77e71c9468d45e62cf023209cd3a057e145ed2882e4e59e43e02bd49c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6937676--8d90dbb77e71c9468d45e62cf023209cd3a057e145ed2882e4e59e43e02bd49c.jpeg/full/!200,200/0/default.jpg",Jewish Exponent (Philadelphia)|Phaedon,619,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6937676--8d90dbb77e71c9468d45e62cf023209cd3a057e145ed2882e4e59e43e02bd49c.jpeg
obj606,Ezekial?s Studio at Rome.,The Jewish Exponent,Philadelphia," August 19, 1887",19-Aug,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6578065--d84fcfc6126108499ae02e4974deb9ef348222eebff999df334c5358351461c4.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6578065--d84fcfc6126108499ae02e4974deb9ef348222eebff999df334c5358351461c4.jpeg/full/!200,200/0/default.jpg",Jewish Exponent (Philadelphia),620,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6578065--d84fcfc6126108499ae02e4974deb9ef348222eebff999df334c5358351461c4.jpeg
obj607,Reviews. [of] A Defence of Judaism; Neim Zemiroth Shmuel; Hebraica.,The Jewish Exponent - Supplement,Philadelphia," August 26, 1887",26-Aug,,1887,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7833113--482adddc032a86673c69806d62164faf86d69c334ebe8873453bb45299f8d536.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7833113--482adddc032a86673c69806d62164faf86d69c334ebe8873453bb45299f8d536.jpeg/full/!200,200/0/default.jpg",Jewish Exponent (Philadelphia)|Passover,621,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7833113--482adddc032a86673c69806d62164faf86d69c334ebe8873453bb45299f8d536.jpeg
